,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-1,1,-1,-1
1,MZ4228-0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,-1,-1,-1,1,1,-1,-1
2,MW5853-0,,,,,,,,,,,,,1,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,-1,-1
3,MZ3556-0,-1,-1,-1,-1,1,1,5,-1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1
4,MZ3559-0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,2,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,3,1,1,1,1,1,1,1,1,-1,-1
5,MZ3734-0,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1
6,MZ3825-0,-1,-1,-1,-1,-1,-1,-1,-1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,2,1,1,1,-1,1,1,1,1,-1,-1
7,MX1105-0,-1,1,1,-1,-1,-1,1,,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,2,1,,,,,,1,1,-1,-1
8,MW5964-0,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,-1,-1,-1,1,2,1,1,1,-1,1,1,1,1,-1,-1
9,MX1135-0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,2,1,1,1,1,1,1,1,-1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,-1,-1
10,MZ3987-0,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,4,1,1,1,1,1,1,1,-1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,-1,-1
11,MX1197-0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,-1,-1
12,MZ4072-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2,1,3,1,1,1,1,1,1,1,-1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,-1,-1
13,MW5853-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,-1,-1
14,MZ4228-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,-1,-1
15,MZ3556-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,-1,-1
16,MZ3559-1,-1,-1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,-1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,-1,-1
17,MZ3734-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,3,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
18,MZ3825-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,4,1,1,1,1,1,1,1,-1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,-1,-1
19,MW5964-1,-1,-1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,-1,-1
20,MX1213-0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,4,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,-1,-1
