,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7637-0,,,,,,,,,,,,,-1,-1,1,1,1,-1,1,1,1,1,-1
1,MW4705-0,,,,,,,,1,1,-1,-1,-1,-1,1,1,1,1,1,4,1,1,,
2,AA74-92-0,,,,,,,,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,,,
3,AA6952-0,,,,,,1,2,1,1,-1,-1,-1,-1,1,1,1,1,-1,2,,,,
4,MR7964-0,,,,,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,,,,,,
5,AA69-59-0,,,1,,-1,1,3,1,1,,,,,,,,,,,,,,
6,AA7286-0,-1,-1,1,-1,-1,3,3,,,,,,,,,,,,,,,,
7,AA74-39-0,,-1,1,-1,-1,2,2,1,,,,,,,,,,,,,,,
8,MW3430-0,,,,-1,,,,,,,,,,,,,,,,,,,
9,MS4750-0,,,,,-1,1,3,1,,,,,,,,,,,,,,,
10,MW4825-0,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,
11,MW3204-0,,,,,-1,2,2,1,,,,,,,,,,,,,,,
12,AA7871-0,,-1,,,,,,,,,,,,,,,,,,,,,
13,AA7706-0,,,,-1,,,,,,,,,,,,,,,,,,,
14,MW4781-0,,,2,,,,,,,,,,,,,,,,,,,,
