,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4557-0,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,-1
1,MW4619-0,,,,,,,,1,1,-1,-1,-1,-1,,1,1,1,1,1,1,1,1,-1
2,MW4647-0,,,,,,,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
3,MW3430-0,,,,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
4,MW4705-0,,,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
5,MW4825-0,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
6,MW4781-0,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,,-1,1,1,1,1,1,1,1,1,1,-1
7,MW4837-0,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
8,MW5124-0,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
9,MR7938-0,,,,,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
10,MW4846-0,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
11,MW4856-0,,,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
12,MW5645-0,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
13,MW4619-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
14,MW5142-0,,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
15,MW4229-0,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
16,MW4366-0,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
17,MW4705-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
18,MW4503-0,,,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
19,MW4557-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
20,MW4825-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
21,MW4647-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
22,MW4781-1,,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
23,MW4837-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
24,MW5124-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
25,MW4856-1,,-1,,-1,-1,1,,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
26,MW5142-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
27,MW4229-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
28,MW4366-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,3,1,1,1,-1
29,MW4705-2,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
30,MW4619-2,-1,-1,-1,-1,-1,2,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
31,MW4825-2,-1,-1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,4,1,1,1,-1
32,MW4503-1,,-1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
33,MW4846-1,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
34,MW4557-2,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
35,MW4647-2,-1,-1,1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
36,MW4781-2,,,1,-1,-1,-1,3,1,1,-1,-1,,-1,1,1,1,1,1,1,1,1,1,-1
37,MW4837-2,,,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
38,MW5142-2,,-1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
39,MW4366-2,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
40,MW4503-2,,,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
41,MW4557-3,-1,-1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
42,MW4647-3,-1,-1,1,-1,-1,2,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
43,MW4781-3,-1,-1,1,-1,-1,1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
44,MW4837-3,-1,-1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
45,MW5142-3,,-1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
46,MW4366-3,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
47,MW4503-3,,-1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
48,MW4825-3,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
49,MW4647-4,-1,-1,1,-1,-1,4,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
50,MW5112-0,,,,,,,,,,,,,,,,,1,,,,1,1,-1
51,MW5124-2,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
52,MW4781-4,,-1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
53,MW4557-4,,,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
54,MW4846-2,-1,-1,1,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,2,1,1,3,1,1,1,-1
55,MP6412-0,-1,-1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
56,MW4856-2,,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,2,1,1,1,1,1,1,-1
57,MW5084-0,-1,-1,1,,-1,-1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
58,MW5142-4,,-1,2,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
59,MW4837-4,-1,-1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
60,MW4229-2,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
61,MW4366-4,,-1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,1,1,1,1,3,1,1,1,1,-1
62,MW4503-4,,,2,-1,-1,-1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
63,MW4825-4,-1,-1,2,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,1,-1
64,MW4619-3,-1,-1,1,,-1,-1,2,1,1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
65,MW4647-5,-1,-1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
66,MW4705-3,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
67,MW5124-3,-1,-1,2,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
68,MW4781-5,,,1,-1,-1,,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
69,MW4557-5,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
70,MW4846-3,,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
71,MW4856-3,-1,-1,1,-1,-1,,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
72,MW5084-1,-1,-1,1,-1,-1,1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
73,MW5142-5,,-1,2,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
74,MW4837-5,-1,-1,1,-1,-1,1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
75,MW4229-3,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
76,MW4366-5,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,3,1,1,1,-1
77,MW4503-5,,-1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
78,MW4619-4,,-1,1,,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
79,MW4705-4,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
80,MW4825-5,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
81,MW4647-6,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
82,MW4781-6,,,1,,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
83,MW4856-4,,,,-1,-1,,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
84,MP6412-1,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
85,MW5142-6,,-1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
86,MW4229-4,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
87,MW4825-6,-1,-1,1,-1,-1,1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
88,MW4647-7,-1,-1,1,-1,-1,1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
89,MW4781-7,,,2,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
90,MP6412-2,-1,-1,2,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
91,MW4856-5,,-1,1,-1,-1,-1,2,1,1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
92,MW5142-7,,-1,1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
93,MW4229-5,-1,-1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,,
94,MW4825-7,-1,-1,1,-1,-1,3,2,1,1,-1,-1,-1,-1,1,1,1,1,,,,,,
95,MW4647-8,-1,-1,1,-1,-1,-1,3,1,,,,,,,,,,,,,,,
