,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4856-0,,,,,,,,,,,1,-1,-1,1,1,-1,-1,-1
1,MW5594-0,,,,,,,,,1,-1,1,1,-1,-1,-1,-1,-1,-1
2,MW4366-0,,1,1,-1,-1,-1,1,-1,-1,1,-1,3,-1,-1,1,-1,-1,-1
3,MW4503-0,,,1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
4,MW4619-0,,,,,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
5,MW4647-0,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1
6,MW5275-0,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1
7,MW4856-1,1,,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1
8,MW5645-0,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1
9,MW5132-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
10,MW5594-1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,-1,-1,-1
11,MW4366-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
12,MW4503-1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
13,MW4619-1,,1,1,4,5,2,1,1,1,1,1,1,1,1,1,-1,-1,-1
14,MW4825-0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1
15,MW4647-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
16,MW5275-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
17,MW4856-2,1,,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,-1,-1,-1
18,MW5132-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
19,MW4366-2,4,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
20,MW4619-2,,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1
21,MW4825-1,3,1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1
22,MW4503-2,,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1
23,MW5645-1,1,,,,,,,,,,,,,,,,,
24,MW4647-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
25,MW5275-2,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1
26,MW4856-3,1,,1,1,-1,-1,1,1,1,1,1,1,2,1,-1,-1,-1,-1
27,MW5594-2,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1
28,MW4366-3,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1
29,MW4503-3,2,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1
30,MW4647-3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
31,MW5275-3,,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1
32,MW4856-4,2,,1,1,1,1,1,1,1,1,-1,-1,2,1,1,-1,-1,-1
33,MW5594-3,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
34,MW4366-4,1,1,1,1,1,1,1,1,1,1,1,-1,2,1,1,-1,-1,-1
35,MW4503-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
36,MW4557-0,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,-1,-1,-1
37,MW4647-4,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
38,MW4705-0,1,1,1,1,1,1,1,-1,1,1,1,3,-1,1,1,-1,-1,-1
39,MW4781-0,1,1,1,1,1,1,1,1,1,,1,1,2,1,1,-1,-1,-1
40,MW4846-0,,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1
41,MW5594-4,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,-1,-1,-1
42,MR8583-0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
43,MW4229-0,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1
44,MW4366-5,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
45,MW4503-5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,-1,-1,-1
46,MP6002-0,,,,,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
47,MW4557-1,1,1,1,1,1,1,1,1,1,1,1,-1,4,1,1,-1,-1,-1
48,MW4647-5,3,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1
49,MW4705-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
50,MW4781-1,4,,1,1,1,1,1,1,-1,,1,1,2,1,1,-1,-1,-1
